Tipo,Termo_Original,Traducao
Dado,85776-173610,
Dado,95255-160292,
Dado,70536-137707,
Dado,56526-149136,
Dado,40077-124906,
Dado,136304-175873,
Dado,45264-63508,
Dado,70448-88238,
Dado,132241-182322,
Dado,97077-144023,
Dado,93070-155510,
Dado,110751-196979,
Dado,57928-153531,
Dado,139669-235176,
Dado,76192-110813,
Dado,86522-144139,
Dado,40634-94055,
Dado,50432-62117,
Dado,92187-143257,
Dado,139231-220256,
Dado,116281-126487,
Dado,66964-130664,
Dado,72900-93392,
Dado,122910-218807,
Dado,60661-137033,
Dado,51191-106210,
Dado,67972-161749,
Dado,43847-66742,
Dado,66723-83982,
Dado,149030-200926,
Dado,42247-66979,
Dado,57957-133868,
Dado,91662-156759,
Dado,123795-160363,
Dado,92753-165745,
Dado,94406-130758,
Dado,105919-193927,
Dado,129469-211237,
Dado,68792-82411,
Dado,92739-133823,
Dado,85651-149208,
Dado,51635-124521,
Dado,87231-97496,
Dado,103271-157584,
Dado,43405-107147,
Dado,55825-93053,
Dado,96220-194055,
Dado,123561-166771,
Dado,91175-121911,
Dado,84664-173228,
Dado,109743-171570,
Dado,55502-113844,
Dado,47355-136323,
Dado,143690-196277,
Dado,56560-97606,
Dado,149782-235152,
Dado,127612-155925,
Dado,78409-151342,
Dado,149023-169526,
Dado,64779-145970,
Dado,69887-112524,
Dado,119337-178013,
Dado,139462-194245,
Dado,68689-117329,
Dado,87545-175294,
Dado,96034-114094,
Dado,71002-108691,
Dado,48576-127886,
Dado,133128-151676,
Dado,72195-154714,
Dado,70554-81212,
Dado,72299-109340,
Dado,80922-120813,
Dado,115164-135686,
Dado,100207-146233,
Dado,121180-193454,
Dado,71373-133244,
Dado,41433-118102,
Dado,134278-152472,
Dado,52404-71046,
Dado,98266-145572,
Dado,134179-212706,
Dado,66368-81382,
Dado,115773-215403,
Dado,130032-174733,
Dado,105292-172671,
Dado,98122-119896,
Dado,122419-186888,
Dado,73317-167850,
Dado,52740-129282,
Dado,130522-169280,
Dado,146948-163508,
Dado,63681-156946,
Dado,102993-176878,
Dado,146286-228405,
Dado,55546-105329,
Dado,84124-96081,
Dado,105170-188370,
Dado,55923-98036,
Dado,120230-164622,
Dado,126208-174920,
Dado,123659-207607,
Dado,78431-154672,
Dado,60552-139539,
Dado,131559-209584,
Dado,122855-194503,
Dado,58087-119465,
Dado,60085-116808,
Dado,146409-165202,
Dado,120234-139093,
Dado,104105-197396,
Dado,148487-177884,
Dado,80455-100773,
Dado,115657-181953,
Dado,97381-144492,
Dado,55751-133772,
Dado,90552-188412,
Dado,69230-128642,
Dado,71489-149503,
Dado,57739-75267,
Dado,149192-228942,
Dado,91346-160302,
Dado,56886-146884,
Dado,56258-108983,
Dado,139096-176960,
Dado,120316-133437,
Dado,48868-94542,
Dado,108994-183026,
Dado,118921-192736,
Dado,57113-75630,
Dado,70702-164914,
Dado,114639-183492,
Dado,110697-201149,
Dado,68664-136603,
Dado,64445-150617,
Dado,74954-114010,
Dado,83014-110116,
Dado,146097-192440,
Dado,50137-121449,
Dado,96091-176352,
Dado,118753-156568,
Dado,56022-87385,
Dado,65449-93935,
Dado,53432-134809,
Dado,91250-117518,
Dado,56274-130011,
Dado,100532-123437,
Dado,133743-144254,
Dado,44510-92759,
Dado,88577-147284,
Dado,129724-218042,
Dado,41023-80713,
Dado,106371-127550,
Dado,56530-75014,
Dado,119266-200044,
Dado,131807-227051,
Dado,50349-109003,
Dado,56567-116937,
Dado,137094-205303,
Dado,123710-203362,
Dado,120259-184163,
Dado,131912-166499,
Dado,74468-85718,
Dado,43013-128940,
Dado,55605-70305,
Dado,99742-185700,
Dado,103675-173394,
Dado,126438-181388,
Dado,45855-71005,
Dado,77831-145508,
Dado,91591-110529,
Dado,115140-139207,
Dado,52749-82725,
Dado,59860-82154,
Dado,134954-197152,
Dado,89200-180591,
Dado,54169-136576,
Dado,77375-151774,
Dado,44125-73147,
Dado,68767-93624,
Dado,43289-102091,
Dado,99708-126007,
Dado,57692-81756,
Dado,54082-149736,
Dado,101456-135672,
Dado,77948-107734,
Dado,143838-191740,
Dado,64090-112937,
Dado,67555-113613,
Dado,73755-149397,
Dado,147219-223596,
Dado,120574-164253,
Dado,76450-162635,
Dado,105179-161042,
Dado,100296-111823,
Dado,53381-103735,
Dado,116301-214253,
Dado,140443-182231,
Dado,92799-159163,
Dado,48181-75949,
Dado,72489-167549,
Dado,140658-230833,
Dado,130536-167334,
Dado,81950-133686,
Dado,134169-173479,
Dado,40824-92636,
Dado,94799-136985,
Dado,83771-94234,
Dado,115058-174712,
Dado,119046-198687,
Dado,76496-169636,
Dado,114726-166530,
Dado,87007-185082,
Dado,101003-168211,
Dado,123063-188735,
Dado,43723-55609,
Dado,62280-142270,
Dado,122800-196570,
Dado,109750-192019,
Dado,92256-151389,
Dado,62733-72920,
Dado,44536-65243,
Dado,117848-182284,
Dado,126486-160422,
Dado,47182-68293,
Dado,61782-111016,
Dado,80727-158409,
Dado,114829-163954,
Dado,144070-166802,
Dado,52942-108682,
Dado,113035-170507,
Dado,132860-175653,
Dado,117504-216279,
Dado,119974-214225,
Dado,89679-162956,
Dado,92350-190209,
Dado,100745-156193,
Dado,144980-238642,
Dado,43750-143665,
Dado,123991-140802,
Dado,82447-99125,
Dado,40493-78657,
Dado,123525-145590,
Dado,48593-83543,
Dado,84439-138226,
Dado,132748-206860,
Dado,127247-153167,
Dado,72261-141735,
Dado,129504-207322,
Dado,116697-174967,
Dado,46832-131794,
Dado,135983-151535,
Dado,86380-119826,
Dado,97354-192951,
Dado,130041-148947,
Dado,98664-190980,
Dado,112236-163663,
Dado,89452-161968,
Dado,41836-115821,
Dado,80778-94197,
Dado,68580-87181,
Dado,41323-86336,
Dado,127995-170331,
Dado,91343-143899,
Dado,58872-121321,
Dado,59652-117331,
Dado,64588-93067,
Dado,62963-73964,
Dado,147083-198629,
Dado,124727-213590,
Dado,103756-181213,
Dado,97542-184959,
Dado,80381-97901,
Dado,147604-186982,
Dado,56981-90644,
Dado,116148-184483,
Dado,49163-80743,
Dado,51721-118914,
Dado,143486-177073,
Dado,141494-226122,
Dado,40667-138793,
Dado,45587-114965,
Dado,50145-64920,
Dado,125963-141117,
Dado,117682-149820,
Dado,108359-163658,
Dado,46169-74675,
Dado,109531-131253,
Dado,146291-220807,
Dado,60309-116090,
Dado,135243-196909,
Dado,141909-166648,
Dado,110795-199925,
Dado,97755-118149,
Dado,141037-189383,
Dado,128537-188005,
Dado,56606-106301,
Dado,54795-115927,
Dado,68706-105919,
Dado,107190-142210,
Dado,65172-119584,
Dado,58475-150927,
Dado,89065-169950,
Dado,140046-166454,
Dado,50054-60639,
Dado,84367-161104,
Dado,106747-192008,
Dado,134658-192987,
Dado,67982-80867,
Dado,66502-125569,
Dado,129492-154474,
Dado,46778-126259,
Dado,139140-205348,
Dado,81090-99269,
Dado,134343-205844,
Dado,72912-155169,
Dado,123639-216071,
Dado,71107-88278,
Dado,139426-167189,
Dado,41327-101270,
Dado,132842-146986,
Dado,61018-136143,
Dado,129013-194851,
Dado,53336-98757,
Dado,60072-132524,
Dado,95822-165764,
Dado,123940-205534,
Dado,93765-164272,
Dado,107143-125166,
Dado,78028-167608,
Dado,65169-83971,
Dado,70715-133242,
Dado,119460-194399,
Dado,91699-163503,
Dado,67161-112365,
Dado,106546-185690,
Dado,137451-171220,
Dado,109614-173616,
Dado,123263-202960,
Dado,40293-110748,
Dado,127698-166887,
Dado,136999-162930,
Dado,140731-235582,
Dado,108142-206901,
Dado,92863-113996,
Dado,49202-142011,
Dado,117905-154963,
Dado,69967-88953,
Dado,117659-216166,
Dado,59894-135142,
Dado,137561-211332,
Dado,116335-171155,
Dado,96083-149737,
Dado,143953-177085,
Dado,75110-92187,
Dado,121197-140025,
Dado,54151-79891,
Dado,149692-200124,
Dado,59190-136850,
Dado,109704-209632,
Dado,56774-69344,
Dado,48914-60214,
Dado,47206-107566,
Dado,49463-142153,
Dado,77762-138650,
Dado,67646-146965,
Dado,66539-114691,
Dado,79160-172160,
Dado,147705-216954,
Dado,59811-106563,
Dado,61213-148219,
Dado,127524-148571,
Dado,53455-142848,
Dado,84521-130961,
Dado,68321-135101,
Dado,73192-103993,
Dado,43069-99172,
Dado,103638-163765,
Dado,148791-234027,
Dado,81873-126955,
Dado,107701-182399,
Dado,44261-132348,
Dado,144418-178671,
Dado,59575-125556,
Dado,133037-191935,
Dado,125183-172905,
Dado,98205-195671,
Dado,83577-159592,
Dado,126480-181097,
Dado,95492-152604,
Dado,102113-144608,
Dado,143450-184908,
Dado,72389-120591,
Dado,45843-74772,
Dado,132168-172436,
Dado,140975-223314,
Dado,72912-124424,
Dado,92203-179621,
Dado,132423-178710,
Dado,43526-142128,
Dado,100197-176071,
Dado,104596-158369,
Dado,128933-143658,
Dado,111144-184492,
Dado,147850-183922,
Dado,140539-204807,
Dado,60724-86033,
Dado,71064-107425,
Dado,41074-139585,
Dado,88875-140496,
Dado,42720-114323,
Dado,48928-97457,
Dado,62352-118360,
Dado,71987-127174,
Dado,96588-159646,
Dado,112609-189278,
Dado,63732-99367,
Dado,139447-224946,
Dado,130455-143201,
Dado,69015-94367,
Dado,70351-86518,
Dado,49069-65157,
Dado,74463-103688,
Dado,137479-173706,
Dado,51735-71615,
Dado,105183-136608,
Dado,80869-128578,
Dado,94999-167994,
Dado,98295-166881,
Dado,84355-154595,
Dado,108703-131026,
Dado,45561-84324,
Dado,50662-146281,
Dado,75939-118168,
Dado,75976-154691,
Dado,58623-100250,
Dado,95737-120978,
Dado,86038-117214,
Dado,52929-148174,
Dado,94926-180475,
Dado,80350-124373,
Dado,141317-189797,
Dado,144921-242601,
Dado,78021-138369,
Dado,69902-164688,
Dado,149757-220531,
Dado,115186-147382,
Dado,48248-92417,
Dado,111819-139639,
Dado,129844-163112,
Dado,121208-201513,
Dado,107216-196778,
Dado,41764-136739,
Dado,147895-196134,
Dado,47192-145078,
Dado,48979-87015,
Dado,70473-136805,
Dado,101941-151649,
Dado,79422-131027,
Dado,104607-198261,
Dado,142297-230635,
Dado,129959-183290,
Dado,78350-92888,
Dado,76271-164679,
Dado,55587-97947,
Dado,127145-147633,
Dado,143724-226912,
Dado,89162-143952,
Dado,91063-117193,
Dado,141577-165447,
Dado,54193-88474,
Dado,112652-183753,
Dado,92645-120926,
Dado,64523-119477,
Dado,118063-139054,
Dado,136125-171741,
Dado,89832-168332,
Dado,58051-72433,
Dado,118098-180405,
Dado,130644-162308,
Dado,44826-136391,
Dado,143864-189293,
Dado,119984-170149,
Dado,84432-151643,
Dado,78737-137073,
Dado,125708-211610,
Dado,66588-150410,
Dado,54873-128753,
Dado,148303-168698,
Dado,41869-122449,
Dado,108841-170869,
Dado,114726-168511,
Dado,80878-167444,
Dado,58935-111154,
Dado,122431-210032,
Dado,102648-115973,
Dado,61585-79010,
Dado,53822-122124,
Dado,107790-178747,
Dado,138168-154475,
Dado,129072-155706,
Dado,117435-157783,
Dado,104274-137730,
Dado,72786-95785,
Dado,108949-171824,
Dado,89875-110549,
Dado,146648-220198,
Dado,55334-92646,
Dado,121991-217004,
Dado,137005-199493,
Dado,137915-213509,
Dado,93505-184085,
Dado,146642-193936,
Dado,53382-107955,
Dado,111712-179464,
Dado,45412-84249,
Dado,96319-193004,
Dado,132679-198491,
Dado,108752-184389,
Dado,146465-217937,
Dado,148789-213319,
Dado,115045-199831,
Dado,135301-224073,
Dado,77322-156137,
Dado,87528-177503,
Dado,100842-113216,
Dado,95461-161157,
Dado,40926-133520,
Dado,145229-207174,
Dado,56261-138738,
Dado,123318-209284,
Dado,48577-77587,
Dado,45866-83992,
Dado,82486-107941,
Dado,97109-162991,
Dado,68376-111383,
Dado,112752-194703,
Dado,126011-222919,
Dado,143118-197899,
Dado,80005-164440,
Dado,65236-112321,
Dado,106312-133726,
Dado,70970-130168,
Dado,79563-160638,
Dado,142504-235377,
Dado,134914-192870,
Dado,110442-136014,
Dado,108092-149127,
Dado,130779-223455,
Dado,91255-112451,
Dado,90879-135247,
Dado,115822-145532,
Dado,83481-125210,
Dado,99587-178090,
Dado,58111-109668,
Dado,43453-96389,
Dado,118748-154255,
Dado,78422-107540,
Dado,112925-176100,
Dado,117216-164983,
Dado,108484-157131,
Dado,77543-158349,
Dado,41105-131816,
Dado,119337-197693,
Dado,110827-196005,
Dado,68942-151892,
Dado,132080-194071,
Dado,78884-141741,
Dado,109567-153916,
Dado,48357-117638,
Dado,99903-116196,
Dado,84022-154182,
Dado,90182-127387,
Dado,63292-75056,
Dado,55596-70304,
Dado,98886-175351,
Dado,95671-135465,
Dado,54859-114121,
Dado,84637-101116,
Dado,68935-104191,
Dado,65508-132502,
Dado,56129-112048,
Dado,85447-134543,
Dado,130152-188601,
Dado,141832-204974,
Dado,146129-175662,
Dado,96885-106999,
Dado,104902-195443,
Dado,90748-177223,
Dado,88375-109142,
Dado,70090-136849,
Dado,95361-189634,
Dado,41043-121192,
Dado,51739-81068,
Dado,136245-158942,
Dado,94816-180325,
Dado,139236-202150,
Dado,67231-93957,
Dado,137964-170457,
Dado,95174-127901,
Dado,139025-163828,
Dado,80064-166540,
Dado,123917-215224,
Dado,112129-134693,
Dado,93495-121455,
Dado,93984-115685,
Dado,141497-186741,
Dado,108227-170108,
Dado,46507-95380,
Dado,144378-182820,
Dado,116988-142045,
Dado,49343-95151,
Dado,102358-113016,
Dado,124228-223625,
Dado,128700-140403,
Dado,53005-135645,
Dado,112949-150069,
Dado,53274-85457,
Dado,61527-118727,
Dado,80834-133992,
Dado,143635-176509,
Dado,67463-117748,
Dado,139626-171708,
Dado,119828-147857,
Dado,76830-109934,
Dado,94999-172683,
Dado,86971-144409,
Dado,104785-143093,
Dado,42308-86646,
Dado,91659-186622,
Dado,100619-133109,
Dado,99808-170989,
Dado,90343-162855,
Dado,75703-128358,
Dado,83952-144284,
Dado,69325-131806,
Dado,144735-236116,
Dado,101118-138023,
Dado,147137-193127,
Dado,52210-134651,
Dado,65715-150039,
Dado,133828-174215,
Dado,70866-151464,
Dado,128320-204308,
Dado,58910-129962,
Dado,127058-168678,
Dado,49767-101227,
Dado,146173-230184,
Dado,88607-183164,
Dado,147037-178287,
Dado,71180-170074,
Dado,130422-190384,
Dado,50046-107439,
Dado,77419-146607,
Dado,111527-151917,
Dado,70421-88423,
Dado,55816-118975,
Dado,105588-129620,
Dado,46417-141320,
Dado,63705-108066,
Dado,144068-203628,
Dado,112549-169557,
Dado,129815-228735,
Dado,119581-200017,
Dado,140552-177621,
Dado,115594-164198,
Dado,79445-122162,
Dado,112049-152307,
Dado,142574-189997,
Dado,104565-186039,
Dado,90596-113378,
Dado,84913-135327,
Dado,99425-166183,
Dado,128680-166841,
Dado,96520-170352,
Dado,120985-185014,
Dado,46096-121946,
Dado,49743-85665,
Dado,60561-83066,
Dado,123480-196377,
Dado,49134-62088,
Dado,146383-199913,
Dado,44419-65350,
Dado,48848-60982,
Dado,93385-188098,
Dado,139966-204232,
Dado,97543-186865,
Dado,74682-90118,
Dado,48904-148883,
Dado,77036-123121,
Dado,99727-180257,
Dado,100434-145432,
Dado,113410-124488,
Dado,145218-225247,
Dado,99985-118835,
Dado,56177-123724,
Dado,133484-224807,
Dado,144347-187223,
Dado,83798-121933,
Dado,143575-159996,
Dado,95811-171383,
Dado,103575-118168,
Dado,40745-127343,
Dado,66473-78077,
Dado,114324-162850,
Dado,81604-133314,
Dado,89096-179857,
Dado,56260-87654,
Dado,49558-70064,
Dado,81542-177339,
Dado,102091-163622,
Dado,121879-190776,
Dado,100499-194235,
Dado,93170-133713,
Dado,93116-182505,
Dado,134605-155059,
Dado,135040-211350,
Dado,70699-105545,
Dado,49914-109366,
Dado,104664-167187,
Dado,82848-132371,
Dado,49582-66937,
Dado,90272-169247,
Dado,124573-216693,
Dado,121683-156490,
Dado,140647-193727,
Dado,68266-125443,
Dado,141644-203839,
Dado,110260-191166,
Dado,56178-73901,
Dado,148430-222122,
Dado,130221-187925,
Dado,89082-125755,
Dado,140456-219981,
Dado,75664-174496,
Dado,74698-171496,
Dado,135994-178112,
Dado,67828-84015,
Dado,134744-214025,
Dado,123053-215790,
Dado,129888-146706,
Dado,134151-186280,
Dado,87836-151813,
Dado,98287-153537,
Dado,72000-122709,
Dado,81871-132251,
Dado,93878-113869,
Dado,41243-77253,
Dado,47150-124312,
Dado,127636-149510,
Dado,130749-200032,
Dado,58452-155880,
Dado,68117-162345,
Dado,112292-131998,
Dado,139059-151161,
Dado,110780-193559,
Dado,44707-105567,
Dado,112616-150479,
Dado,92121-110462,
Dado,92112-185041,
Dado,115180-140889,
Dado,95776-159901,
Dado,141251-152764,
Dado,136810-231084,
Dado,83889-134261,
Dado,101199-165364,
Dado,131457-181221,
Dado,142849-159228,
Dado,138773-156637,
Dado,52554-88603,
Dado,42445-87889,
Dado,42100-109275,
Dado,137547-208492,
Dado,141946-171941,
Dado,131712-178157,
Dado,91126-185060,
Dado,100471-143502,
Dado,47058-78474,
Dado,102565-184809,
Dado,61954-143718,
Dado,83274-137815,
Dado,82652-137577,
Dado,84254-109338,
Dado,135038-234859,
Dado,58091-128175,
Dado,59630-143743,
Dado,90456-177785,
Dado,130542-204720,
Dado,74640-136034,
Dado,134678-199022,
Dado,60699-100444,
Dado,118562-168256,
Dado,135565-208792,
Dado,102146-133999,
Dado,119302-138298,
Dado,49324-111133,
Dado,138580-231364,
Dado,74176-137039,
Dado,131736-200711,
Dado,147838-240312,
Dado,73318-132625,
Dado,47247-120710,
Dado,147851-188241,
Dado,83545-139001,
Dado,113683-150250,
Dado,85570-163706,
Dado,47968-108841,
Dado,110576-182999,
Dado,80195-161305,
Dado,131293-216683,
Dado,113368-178541,
Dado,86846-98704,
Dado,125414-140740,
Dado,127708-143295,
Dado,136117-208595,
Dado,74834-103941,
Dado,123956-163525,
Dado,138221-219313,
Dado,46907-84839,
Dado,136391-226513,
Dado,113830-133491,
Dado,45973-72433,
Dado,85501-149518,
Dado,137862-169321,
Dado,104563-140859,
Dado,119393-154411,
Dado,52342-65593,
Dado,110675-194128,
Dado,93518-182685,
Dado,80174-143646,
Dado,90229-182531,
Dado,42741-138581,
Dado,141028-211158,
Dado,62711-120957,
Dado,140092-164804,
Dado,72382-84197,
Dado,91789-114759,
Dado,112036-153498,
Dado,45224-79444,
Dado,62949-91600,
Dado,67630-155926,
Dado,92512-136705,
Dado,96374-117586,
Dado,72840-136135,
Dado,107564-192348,
Dado,101793-153283,
Dado,111604-157715,
Dado,124909-142566,
Dado,142140-231014,
Dado,74360-154591,
Dado,142266-205665,
Dado,85449-173276,
Dado,72838-82839,
Dado,58883-94087,
Dado,137871-236301,
Dado,72807-148336,
Dado,121770-181258,
Dado,59736-141312,
Dado,54563-120250,
Dado,59528-141804,
Dado,135458-162633,
Dado,120849-175578,
Dado,114398-162569,
Dado,102033-129786,
Dado,109096-152219,
Dado,42116-124383,
Dado,101352-179549,
Dado,66107-154510,
Dado,47058-61355,
Dado,134451-175964,
Dado,65526-112033,
Dado,98233-144034,
Dado,63107-93304,
Dado,111226-163698,
Dado,75074-155545,
Dado,80973-145159,
Dado,93507-119377,
Dado,50076-79334,
Dado,134300-219809,
Dado,97395-189060,
Dado,144238-220052,
Dado,149741-230920,
Dado,106079-137034,
Dado,98445-165573,
Dado,43140-88722,
Dado,52046-121333,
Dado,99858-123912,
Dado,88347-162648,
Dado,111367-142733,
Dado,78429-144042,
Dado,134633-217031,
Dado,112953-211579,
Dado,144779-159980,
Dado,117277-164138,
Dado,53255-64684,
Dado,113739-165657,
Dado,64726-112277,
Dado,47268-62862,
Dado,119846-164604,
Dado,66099-141841,
Dado,72050-137819,
Dado,90239-170922,
Dado,94397-178121,
Dado,110310-161110,
Dado,55784-143211,
Dado,149975-199905,
Dado,82338-95759,
Dado,76484-111575,
Dado,147639-215331,
Dado,63255-108370,
Dado,129625-193613,
Dado,136317-195529,
Dado,148403-180220,
Dado,142640-167377,
Dado,143807-217646,
Dado,83586-94806,
Dado,147570-214641,
Dado,130398-148438,
Dado,126850-203760,
Dado,63340-150275,
Dado,52424-142189,
Dado,41157-118700,
Dado,134795-155851,
Dado,147660-165793,
Dado,68918-165624,
Dado,80600-149326,
Dado,60613-118504,
Dado,91079-126568,
Dado,52422-78293,
Dado,81248-174992,
Dado,67293-82384,
Dado,78872-152783,
Dado,122910-136367,
Dado,100828-139590,
Dado,52943-87718,
Dado,84079-116621,
Dado,77131-153891,
Dado,64114-80848,
Dado,94393-193885,
Dado,130255-148523,
Dado,116734-214659,
Dado,148619-160261,
Dado,95762-123849,
Dado,144929-213298,
Dado,64077-123461,
Dado,84270-128757,
Dado,134675-230472,
Dado,60301-147093,
Dado,80142-137381,
Dado,139587-157245,
Dado,132458-195780,
Dado,44138-83858,
Dado,85552-135909,
Dado,78016-138883,
Dado,132214-163110,
Dado,139424-155189,
Dado,77201-136368,
Dado,53641-106882,
Dado,54875-88396,
Dado,71896-133164,
Dado,54199-121277,
Dado,58539-140291,
Dado,81361-133784,
Dado,107193-148881,
Dado,101110-159072,
Dado,136800-229914,
Dado,124475-186998,
Dado,132410-187652,
Dado,112490-177711,
Dado,87425-138303,
Dado,67422-166675,
Dado,60629-128509,
Dado,141368-183538,
Dado,125075-152579,
Dado,140375-183044,
Dado,58608-145805,
Dado,51771-68566,
Dado,87515-163452,
Dado,140185-236787,
Dado,52829-97624,
Dado,132513-230452,
Dado,84716-150208,
Dado,57691-76940,
Dado,124533-208279,
Dado,91133-152395,
Dado,45671-90178,
Dado,82804-138709,
Dado,91610-132764,
Dado,68574-108118,
Dado,124562-213852,
Dado,86589-178866,
Dado,93501-130789,
Dado,57590-85895,
Dado,142708-157155,
Dado,140520-166869,
Dado,93505-152567,
Dado,137712-152412,
Dado,100873-150041,
Dado,86191-119779,
Dado,107174-166157,
Dado,133743-163382,
Dado,44626-114268,
Dado,42058-140636,
Dado,83416-151596,
Dado,136005-149348,
Dado,142696-209766,
Dado,57791-105397,
Dado,117104-212155,
Dado,81222-98058,
Dado,136657-216930,
Dado,117119-152032,
Dado,98470-180907,
Dado,120633-178318,
Dado,95461-193480,
Dado,102123-122063,
Dado,111473-178933,
Dado,128138-226109,
Dado,97139-170282,
Dado,137454-165905,
Dado,42730-121043,
Dado,121082-204983,
Dado,94437-128266,
Dado,67907-106672,
Dado,95122-188498,
Dado,141020-194689,
Dado,133090-175529,
Dado,96867-163829,
Dado,133145-195186,
Dado,44966-73083,
Dado,113803-173152,
Dado,96732-192601,
Dado,137258-223013,
Dado,129628-217643,
Dado,98960-171179,
Dado,98270-193839,
Dado,112886-206291,
Dado,74842-147593,
Dado,132532-204945,
Dado,85034-163334,
Dado,69810-147152,
Dado,123414-145432,
Dado,142118-211573,
Dado,93048-182709,
Dado,143586-192237,
Dado,130633-195258,
Dado,47496-67158,
Dado,98888-179005,
Dado,68341-101863,
Dado,53719-90956,
Dado,85034-137565,
Dado,78685-174178,
Dado,125195-148007,
Dado,59356-113740,
Dado,98434-136560,
Dado,114993-167476,
Dado,44859-105193,
Dado,112082-168256,
Dado,74410-152948,
Dado,86695-101255,
Dado,133790-219591,
Dado,52444-92373,
Dado,123880-187230,
Dado,146084-231984,
Dado,56481-84513,
Dado,57340-68602,
Dado,118381-202353,
Dado,119065-138839,
Dado,137144-230874,
Dado,55380-126665,
Dado,97367-187232,
Dado,61468-116118,
Dado,115727-146548,
Dado,87853-140156,
Dado,143861-179759,
Dado,67012-121933,
Dado,41971-77635,
Dado,139502-184795,
Dado,45567-73023,
Dado,136733-208599,
Dado,89039-133332,
Dado,115624-135750,
Dado,101178-186066,
Dado,123425-181886,
Dado,70478-128940,
Dado,54468-79575,
Dado,118961-131569,
Dado,77357-139297,
Dado,73723-124812,
Dado,56407-108451,
Dado,66257-85472,
Dado,119426-210962,
Dado,143238-190147,
Dado,95911-153606,
Dado,144692-182426,
Dado,65633-128186,
Dado,96745-117500,
Dado,90844-116911,
Dado,127738-213346,
Dado,40044-122431,
Dado,87576-154227,
Dado,127240-171690,
Dado,79966-166524,
Dado,145861-182592,
Dado,72218-140897,
Dado,44006-88400,
Dado,43780-84358,
Dado,61249-134740,
Dado,149324-195524,
Dado,143363-168572,
Dado,93073-108827,
Dado,144902-243389,
Dado,73201-96873,
Dado,53695-121552,
Dado,42104-140917,
Dado,146786-165131,
Dado,52261-62954,
Dado,124350-175380,
Dado,122574-158266,
Dado,50676-79231,
Dado,59596-145072,
Dado,52352-106000,
Dado,44992-67962,
Dado,76958-104030,
Dado,113006-141758,
Dado,110023-151959,
Dado,139711-223197,
Dado,101687-193715,
Dado,148358-235635,
Dado,112045-176528,
Dado,89570-149201,
Dado,47542-119102,
Dado,71640-85301,
Dado,107629-145979,
Dado,97661-179130,
Dado,72703-140316,
Dado,120028-152472,
Dado,94017-182469,
Dado,117882-213004,
Dado,54113-93140,
Dado,115738-195091,
Dado,72794-126656,
Dado,97964-155467,
Dado,65913-127356,
Dado,88549-108694,
Dado,134773-213155,
Dado,54397-133038,
Dado,106470-120224,
Dado,69114-96062,
Dado,132907-203452,
Dado,46314-103590,
Dado,149066-207483,
Dado,125945-180189,
Dado,119221-152590,
Dado,84230-111464,
Dado,65718-165024,
Dado,117920-214828,
Dado,139463-235020,
Dado,125497-137583,
Dado,135863-181350,
Dado,106509-131532,
Dado,106378-122693,
Dado,124196-209492,
Dado,137549-211945,
Dado,86557-115492,
Dado,89046-110627,
Dado,127351-220767,
Dado,122699-207906,
Dado,138388-235443,
Dado,117976-189783,
Dado,120521-199525,
Dado,73584-110294,
Dado,110581-138577,
Dado,65517-143228,
Dado,116334-191378,
Dado,104129-180066,
Dado,51112-66328,
Dado,101917-123000,
Dado,79029-130633,
Dado,143756-214831,
Dado,85533-108720,
Dado,113696-156285,
Dado,44327-114164,
Dado,42174-115778,
Dado,83012-128069,
Dado,94512-159116,
Dado,56379-96578,
Dado,67160-129962,
Dado,41141-82048,
Dado,119291-180214,
Dado,68514-83310,
Dado,136136-173242,
Dado,84014-111768,
Dado,95419-156635,
Dado,149578-227156,
Dado,76646-175442,
Dado,59448-101920,
Dado,41904-79881,
Dado,122152-211094,
Dado,148075-159793,
Dado,138448-172737,
Dado,114961-137232,
Dado,120680-197411,
Dado,130193-219722,
Dado,63320-102902,
Dado,144303-234237,
Dado,125644-191197,
Dado,124397-179920,
Dado,100967-158917,
Dado,86614-168639,
Dado,91509-117239,
Dado,105140-164172,
Dado,117356-209343,
Dado,140190-184813,
Dado,91516-113851,
Dado,42598-130452,
Dado,43782-76516,
Dado,113253-141139,
Dado,103189-201637,
Dado,40447-58415,
Dado,66165-124209,
Dado,55662-72677,
Dado,82452-157433,
Dado,89994-162981,
Dado,88502-151208,
Dado,104608-194654,
Dado,59714-136906,
Dado,129435-219563,
Dado,98022-116786,
Dado,74164-101550,
Dado,125699-188499,
Dado,81948-127477,
Dado,86924-166800,
Dado,139991-156099,
Dado,121461-158777,
Dado,41311-111484,
Dado,42488-58522,
Dado,74011-171651,
Dado,91345-189314,
Dado,114617-173395,
Dado,52660-62953,
Dado,78844-134900,
Dado,95991-162094,
Dado,119616-205812,
Dado,68863-85315,
Dado,47522-136959,
Dado,72658-145079,
Dado,72872-168844,
Dado,49176-116584,
Dado,40845-77525,
Dado,105204-144217,
Dado,108521-197495,
Dado,43865-142219,
Dado,133579-222158,
Dado,46712-73011,
Dado,84284-167397,
Dado,135833-197643,
Dado,141467-155307,
Dado,123819-202854,
Dado,98582-135739,
Dado,92626-143007,
Dado,108432-195288,
Dado,121907-204567,
Dado,85589-148109,
Dado,139437-239385,
Dado,90279-128707,
Dado,71813-105633,
Dado,55539-114892,
Dado,145430-192975,
Dado,47867-139682,
Dado,64749-164044,
Dado,72744-151257,
